run,date,equity,n_pos,units,drawn,gross
BASELINE,2016-06-15,109333.85,10,10,0.0,104396.52
BASELINE,2016-06-16,109460.59,10,10,0.0,104523.25
BASELINE,2016-06-17,109203.44,10,10,0.0,104266.11
BASELINE,2016-06-20,110157.08,10,10,0.0,105219.74
BASELINE,2016-06-21,110602.8,10,10,0.0,105665.46
BASELINE,2016-06-22,110465.78,10,10,0.0,105528.44
BASELINE,2016-06-23,111912.58,10,10,0.0,106975.24
BASELINE,2016-06-24,106463.16,10,10,0.0,101525.82
BASELINE,2016-06-27,103952.64,10,10,0.0,99015.3
BASELINE,2016-06-28,105951.72,10,10,0.0,101014.38
BASELINE,2016-06-29,108479.46,10,10,0.0,103542.12
BASELINE,2016-06-30,110028.78,10,10,0.0,105091.44
BASELINE,2016-07-01,110902.09,10,10,0.0,105964.75
BASELINE,2016-07-05,109839.63,10,10,0.0,104902.29
BASELINE,2016-07-06,110069.39,10,10,0.0,105132.05
BASELINE,2016-07-07,110211.73,10,10,0.0,105274.39
BASELINE,2016-07-08,111628.42,10,10,0.0,105299.7
BASELINE,2016-07-11,112464.7,10,10,0.0,106135.97
BASELINE,2016-07-12,113639.24,10,10,0.0,107310.52
BASELINE,2016-07-13,112778.12,10,10,0.0,106449.4
BASELINE,2016-07-14,114161.81,10,10,0.0,107459.78
BASELINE,2016-07-15,114004.26,10,10,0.0,107302.24
BASELINE,2016-07-18,114493.71,10,10,0.0,107791.68
BASELINE,2016-07-19,114541.6,10,10,0.0,107839.58
BASELINE,2016-07-20,114715.33,10,10,0.0,108013.3
BASELINE,2016-07-21,115211.04,10,10,0.0,108509.02
BASELINE,2016-07-22,116081.09,10,10,0.0,112613.22
BASELINE,2016-07-25,115463.85,10,10,0.0,111995.97
BASELINE,2016-07-26,115664.65,10,10,0.0,112196.78
BASELINE,2016-07-27,115948.15,9,9,0.0,101928.26
BASELINE,2016-07-28,116126.19,9,9,0.0,102106.29
BASELINE,2016-07-29,116159.17,10,10,0.0,113734.28
BASELINE,2016-08-01,116767.41,10,10,0.0,114342.52
BASELINE,2016-08-02,115829.23,10,10,0.0,113404.34
BASELINE,2016-08-03,116402.82,10,10,0.0,113977.93
BASELINE,2016-08-04,116059.8,10,10,0.0,113634.91
BASELINE,2016-08-05,116930.84,10,10,0.0,114505.95
BASELINE,2016-08-08,116819.09,10,10,0.0,114394.2
BASELINE,2016-08-09,116936.03,10,10,0.0,114511.14
BASELINE,2016-08-10,116915.41,10,10,0.0,112615.33
BASELINE,2016-08-11,118004.61,10,10,0.0,113704.53
BASELINE,2016-08-12,118374.72,10,10,0.0,113497.16
BASELINE,2016-08-15,118603.99,10,10,0.0,113726.42
BASELINE,2016-08-16,118035.5,10,10,0.0,113157.94
BASELINE,2016-08-17,118487.87,10,10,0.0,113610.3
BASELINE,2016-08-18,118819.87,10,10,0.0,113942.31
BASELINE,2016-08-19,118547.44,10,10,0.0,113669.88
BASELINE,2016-08-22,118304.56,10,10,0.0,113426.99
BASELINE,2016-08-23,118182.92,10,10,0.0,113305.35
BASELINE,2016-08-24,117763.35,10,10,0.0,112016.02
BASELINE,2016-08-25,117658.43,10,10,0.0,111911.09
BASELINE,2016-08-26,117574.95,10,10,0.0,111827.62
BASELINE,2016-08-29,118292.32,10,10,0.0,112544.98
BASELINE,2016-08-30,118191.42,10,10,0.0,112444.09
BASELINE,2016-08-31,117781.97,10,10,0.0,112034.63
BASELINE,2016-09-01,118255.86,10,10,0.0,112508.52
BASELINE,2016-09-02,118496.51,10,10,0.0,112749.17
BASELINE,2016-09-06,118606.8,10,10,0.0,112859.46
BASELINE,2016-09-07,118319.56,10,10,0.0,112217.74
BASELINE,2016-09-08,118188.21,10,10,0.0,112086.39
BASELINE,2016-09-09,115006.04,10,10,0.0,108904.22
BASELINE,2016-09-12,116765.86,10,10,0.0,110664.05
BASELINE,2016-09-13,115220.53,10,10,0.0,109118.71
BASELINE,2016-09-14,115207.72,10,10,0.0,109105.91
BASELINE,2016-09-15,116432.7,10,10,0.0,110330.89
BASELINE,2016-09-16,116096.11,10,10,0.0,109994.3
BASELINE,2016-09-19,116152.1,10,10,0.0,110050.28
BASELINE,2016-09-20,116021.86,10,10,0.0,109920.04
BASELINE,2016-09-21,117213.21,10,10,0.0,111111.4
BASELINE,2016-09-22,117989.62,10,10,0.0,111887.8
BASELINE,2016-09-23,117527.35,10,10,0.0,111425.53
BASELINE,2016-09-26,116652.97,10,10,0.0,110551.16
BASELINE,2016-09-27,117619.92,10,10,0.0,111746.1
BASELINE,2016-09-28,118016.3,10,10,0.0,112142.47
BASELINE,2016-09-29,116874.06,10,10,0.0,111000.24
BASELINE,2016-09-30,118512.93,10,10,0.0,112639.1
BASELINE,2016-10-03,118654.08,10,10,0.0,112780.26
BASELINE,2016-10-04,118075.15,10,10,0.0,113100.11
BASELINE,2016-10-05,118760.79,10,10,0.0,113785.75
BASELINE,2016-10-06,118618.4,10,10,0.0,113643.36
BASELINE,2016-10-07,118704.49,10,10,0.0,113729.45
BASELINE,2016-10-10,119277.35,10,10,0.0,116348.35
BASELINE,2016-10-11,117790.14,10,10,0.0,114861.14
BASELINE,2016-10-12,118037.33,10,10,0.0,114704.07
BASELINE,2016-10-13,117557.37,10,10,0.0,114224.11
BASELINE,2016-10-14,116768.01,10,10,0.0,113050.35
BASELINE,2016-10-17,115801.98,10,10,0.0,112084.31
BASELINE,2016-10-18,116750.18,10,10,0.0,113032.51
BASELINE,2016-10-19,117203.87,10,10,0.0,113486.21
BASELINE,2016-10-20,117258.95,10,10,0.0,113541.29
BASELINE,2016-10-21,117300.25,10,10,0.0,113582.59
BASELINE,2016-10-24,117844.08,10,10,0.0,114126.42
BASELINE,2016-10-25,117192.67,10,10,0.0,114921.06
BASELINE,2016-10-26,115860.12,10,10,0.0,113118.98
BASELINE,2016-10-27,115344.37,10,10,0.0,112603.22
BASELINE,2016-10-28,115575.3,10,10,0.0,112834.16
BASELINE,2016-10-31,115910.98,10,10,0.0,113169.84
BASELINE,2016-11-01,115218.84,10,10,0.0,112477.69
BASELINE,2016-11-02,114731.94,10,10,0.0,111990.79
BASELINE,2016-11-03,114468.55,10,10,0.0,111727.4
BASELINE,2016-11-04,114976.38,10,10,0.0,112235.23
BASELINE,2016-11-07,117676.77,10,10,0.0,114935.62
BASELINE,2016-11-08,118968.28,10,10,0.0,116227.13
BASELINE,2016-11-09,121165.16,10,10,0.0,118424.01
BASELINE,2016-11-10,122982.09,10,10,0.0,121174.36
BASELINE,2016-11-11,123329.6,10,10,0.0,121521.88
BASELINE,2016-11-14,123895.73,10,10,0.0,122088.01
BASELINE,2016-11-15,124522.84,10,10,0.0,123822.95
BASELINE,2016-11-16,123780.71,10,10,-0.0,123780.71
BASELINE,2016-11-17,124645.85,10,10,-0.0,124645.85
BASELINE,2016-11-18,124402.87,10,10,0.0,121503.09
BASELINE,2016-11-21,125427.33,10,10,0.0,122527.54
BASELINE,2016-11-22,125672.05,10,10,0.0,122772.26
BASELINE,2016-11-23,124622.12,10,10,0.0,121070.54
BASELINE,2016-11-25,125183.19,10,10,0.0,121631.61
BASELINE,2016-11-28,123511.67,10,10,0.0,119960.09
BASELINE,2016-11-29,123543.11,10,10,0.0,119156.19
BASELINE,2016-11-30,123806.14,10,10,0.0,119419.23
BASELINE,2016-12-01,122231.34,10,10,0.0,118755.02
BASELINE,2016-12-02,122506.08,10,10,0.0,119029.77
BASELINE,2016-12-05,123868.68,10,10,0.0,119388.22
BASELINE,2016-12-06,124505.31,10,10,0.0,120024.86
BASELINE,2016-12-07,126133.53,10,10,0.0,121653.07
BASELINE,2016-12-08,125284.07,10,10,0.0,120803.61
BASELINE,2016-12-09,125389.29,10,10,0.0,120737.69
BASELINE,2016-12-12,125671.25,10,10,0.0,121019.65
BASELINE,2016-12-13,126666.43,10,10,0.0,122207.22
BASELINE,2016-12-14,125339.72,10,10,0.0,121091.23
BASELINE,2016-12-15,125460.59,10,10,0.0,121212.09
BASELINE,2016-12-16,124819.77,10,10,0.0,120571.28
BASELINE,2016-12-19,124875.45,10,10,0.0,120626.96
BASELINE,2016-12-20,124816.24,10,10,0.0,120796.72
BASELINE,2016-12-21,125153.31,10,10,0.0,121133.79
BASELINE,2016-12-22,124809.88,10,10,0.0,120933.22
BASELINE,2016-12-23,124835.1,10,10,0.0,120958.44
BASELINE,2016-12-27,125596.57,10,10,0.0,121719.91
BASELINE,2016-12-28,124160.91,10,10,0.0,120284.24
BASELINE,2016-12-29,123912.02,9,9,0.0,109727.88
BASELINE,2016-12-30,122821.62,9,9,0.0,108637.48
BASELINE,2017-01-03,124223.02,10,10,0.0,122431.58
BASELINE,2017-01-04,125174.27,10,10,0.0,123382.83
BASELINE,2017-01-05,125944.88,10,10,0.0,124153.44
BASELINE,2017-01-06,126895.2,10,10,0.0,125103.77
BASELINE,2017-01-09,126364.67,10,10,0.0,124573.23
BASELINE,2017-01-10,126115.41,10,10,0.0,124027.55
BASELINE,2017-01-11,127169.25,10,10,0.0,125081.39
BASELINE,2017-01-12,127193.24,10,10,0.0,125105.38
BASELINE,2017-01-13,128577.45,10,10,0.0,126489.59
BASELINE,2017-01-17,126762.29,10,10,0.0,124674.43
BASELINE,2017-01-18,127592.07,10,10,0.0,126866.51
BASELINE,2017-01-19,128352.98,10,10,0.0,127627.42
BASELINE,2017-01-20,128501.68,10,10,0.0,127776.12
BASELINE,2017-01-23,126906.28,10,10,0.0,124867.72
BASELINE,2017-01-24,129035.6,10,10,0.0,126997.03
BASELINE,2017-01-25,130836.6,10,10,0.0,128798.04
BASELINE,2017-01-26,129433.37,10,10,0.0,127394.81
BASELINE,2017-01-27,129919.58,10,10,0.0,127881.02
BASELINE,2017-01-30,128201.93,10,10,0.0,126163.36
BASELINE,2017-01-31,128125.56,10,10,0.0,126086.99
BASELINE,2017-02-01,127781.47,9,9,0.0,111312.8
BASELINE,2017-02-02,128359.96,10,10,0.0,124638.44
BASELINE,2017-02-03,128992.87,10,10,0.0,125271.34
BASELINE,2017-02-06,129623.86,10,10,0.0,125902.33
BASELINE,2017-02-07,129651.56,10,10,0.0,125795.13
BASELINE,2017-02-08,129273.73,10,10,0.0,125417.3
BASELINE,2017-02-09,129536.27,10,10,0.0,125679.85
BASELINE,2017-02-10,129656.9,10,10,0.0,124991.88
BASELINE,2017-02-13,130837.1,10,10,0.0,126172.08
BASELINE,2017-02-14,131774.69,10,10,0.0,127109.67
BASELINE,2017-02-15,132082.21,10,10,0.0,127417.18
BASELINE,2017-02-16,131065.13,10,10,0.0,126052.25
BASELINE,2017-02-17,130940.85,8,8,0.0,100239.68
BASELINE,2017-02-21,132228.47,9,9,0.0,114696.15
BASELINE,2017-02-22,131284.91,10,10,0.0,126925.56
BASELINE,2017-02-23,132081.85,10,10,0.0,127722.5
BASELINE,2017-02-24,131998.97,10,10,0.0,127308.77
BASELINE,2017-02-27,132138.19,10,10,0.0,127447.99
BASELINE,2017-02-28,131285.6,10,10,0.0,126607.28
BASELINE,2017-03-01,132542.44,10,10,0.0,127864.12
BASELINE,2017-03-02,132290.61,10,10,0.0,127612.29
BASELINE,2017-03-03,132046.69,10,10,0.0,127368.36
BASELINE,2017-03-06,131090.44,10,10,0.0,126412.12
BASELINE,2017-03-07,130628.19,10,10,0.0,125949.87
BASELINE,2017-03-08,129842.05,10,10,0.0,125163.72
BASELINE,2017-03-09,130253.21,10,10,0.0,125574.89
BASELINE,2017-03-10,131578.23,10,10,0.0,126899.9
BASELINE,2017-03-13,131920.62,10,10,0.0,127242.3
BASELINE,2017-03-14,131007.15,10,10,0.0,126328.83
BASELINE,2017-03-15,132921.3,10,10,0.0,128242.97
BASELINE,2017-03-16,132258.08,10,10,0.0,127579.75
BASELINE,2017-03-17,131949.93,10,10,0.0,127271.61
BASELINE,2017-03-20,131595.13,10,10,0.0,126916.81
BASELINE,2017-03-21,129705.7,10,10,0.0,125027.37
BASELINE,2017-03-22,129837.47,10,10,0.0,123220.11
BASELINE,2017-03-23,129726.99,10,10,0.0,123109.63
BASELINE,2017-03-24,129982.26,10,10,0.0,123364.9
BASELINE,2017-03-27,129541.76,10,10,0.0,122924.4
BASELINE,2017-03-28,129794.29,10,10,0.0,123176.93
BASELINE,2017-03-29,130269.08,10,10,0.0,123651.72
BASELINE,2017-03-30,129830.16,10,10,0.0,123212.8
BASELINE,2017-03-31,130431.18,10,10,0.0,123813.82
BASELINE,2017-04-03,130580.97,10,10,0.0,123963.61
BASELINE,2017-04-04,130767.67,10,10,0.0,124150.31
BASELINE,2017-04-05,130380.56,10,10,0.0,123763.2
BASELINE,2017-04-06,130544.81,10,10,0.0,123927.45
BASELINE,2017-04-07,130336.85,10,10,0.0,123719.49
BASELINE,2017-04-10,130891.25,10,10,0.0,124273.89
BASELINE,2017-04-11,130379.75,10,10,0.0,123762.39
BASELINE,2017-04-12,129735.35,10,10,0.0,123117.98
BASELINE,2017-04-13,128535.02,10,10,0.0,121917.66
BASELINE,2017-04-17,129153.52,10,10,0.0,122536.16
BASELINE,2017-04-18,128776.94,10,10,0.0,122159.58
BASELINE,2017-04-19,128252.58,10,10,0.0,121635.21
BASELINE,2017-04-20,128895.78,10,10,0.0,122278.42
BASELINE,2017-04-21,128479.74,10,10,0.0,121862.38
BASELINE,2017-04-24,128906.9,10,10,0.0,122289.54
BASELINE,2017-04-25,129460.38,10,10,0.0,122843.02
BASELINE,2017-04-26,131221.46,10,10,0.0,124604.1
BASELINE,2017-04-27,130661.04,10,10,0.0,124043.67
BASELINE,2017-04-28,130495.91,10,10,0.0,123878.54
BASELINE,2017-05-01,129459.29,9,9,0.0,110396.6
BASELINE,2017-05-02,127033.89,10,10,0.0,120918.44
BASELINE,2017-05-03,127483.39,10,10,0.0,121367.94
BASELINE,2017-05-04,125843.3,10,10,0.0,119727.85
BASELINE,2017-05-05,127813.55,10,10,0.0,121698.11
BASELINE,2017-05-08,127653.04,10,10,0.0,121537.59
BASELINE,2017-05-09,127171.74,10,10,0.0,121056.29
BASELINE,2017-05-10,128700.34,10,10,0.0,122584.9
BASELINE,2017-05-11,128702.89,10,10,0.0,122587.45
BASELINE,2017-05-12,128442.29,10,10,0.0,120007.05
BASELINE,2017-05-15,129264.56,10,10,0.0,120829.32
BASELINE,2017-05-16,130477.34,10,10,0.0,122042.11
BASELINE,2017-05-17,127498.03,10,10,0.0,119062.79
BASELINE,2017-05-18,127664.65,10,10,0.0,119229.42
BASELINE,2017-05-19,128871.99,10,10,0.0,120436.76
BASELINE,2017-05-22,129207.01,10,10,0.0,120771.78
BASELINE,2017-05-23,128832.74,10,10,0.0,120397.51
BASELINE,2017-05-24,128679.5,10,10,0.0,120244.26
BASELINE,2017-05-25,127623.96,10,10,0.0,119188.72
BASELINE,2017-05-26,127500.1,10,10,0.0,121285.33
BASELINE,2017-05-30,126536.45,10,10,0.0,120321.68
BASELINE,2017-05-31,126765.39,10,10,0.0,120550.62
BASELINE,2017-06-01,127476.06,10,10,0.0,121261.29
BASELINE,2017-06-02,127707.5,10,10,0.0,121492.73
BASELINE,2017-06-05,127940.54,10,10,0.0,122626.33
BASELINE,2017-06-06,128444.01,10,10,0.0,122896.39
BASELINE,2017-06-07,128127.05,10,10,0.0,122579.42
BASELINE,2017-06-08,128407.49,10,10,0.0,122859.87
BASELINE,2017-06-09,128647.35,10,10,0.0,122104.4
BASELINE,2017-06-12,128545.5,10,10,0.0,121859.02
BASELINE,2017-06-13,128679.96,10,10,0.0,121993.48
BASELINE,2017-06-14,127314.31,10,10,0.0,120627.84
BASELINE,2017-06-15,126477.61,10,10,0.0,119791.14
BASELINE,2017-06-16,127032.45,10,10,0.0,120345.98
BASELINE,2017-06-19,127479.51,10,10,0.0,120793.03
BASELINE,2017-06-20,125621.07,10,10,0.0,118934.6
BASELINE,2017-06-21,124581.57,10,10,0.0,117895.09
BASELINE,2017-06-22,125269.35,10,10,0.0,118582.87
BASELINE,2017-06-23,125593.04,10,10,0.0,118906.56
BASELINE,2017-06-26,126084.85,10,10,0.0,119398.38
BASELINE,2017-06-27,125721.42,10,10,0.0,119034.94
BASELINE,2017-06-28,127181.15,10,10,0.0,120494.67
BASELINE,2017-06-29,127247.91,10,10,0.0,120561.43
BASELINE,2017-06-30,127844.34,10,10,0.0,121157.87
BASELINE,2017-07-03,128800.7,10,10,0.0,121762.77
BASELINE,2017-07-05,128680.01,10,10,0.0,121642.08
BASELINE,2017-07-06,126768.4,10,10,0.0,118246.16
BASELINE,2017-07-07,126780.89,9,9,0.0,104627.8
BASELINE,2017-07-10,126994.46,10,10,0.0,117502.18
BASELINE,2017-07-11,127184.07,10,10,0.0,117691.8
BASELINE,2017-07-12,127945.37,10,10,0.0,117982.95
BASELINE,2017-07-13,128296.43,10,10,0.0,118334.01
BASELINE,2017-07-14,129141.32,10,10,0.0,119178.89
BASELINE,2017-07-17,129217.36,10,10,0.0,119254.94
BASELINE,2017-07-18,129368.04,10,10,0.0,119405.62
BASELINE,2017-07-19,130489.69,10,10,0.0,120527.26
BASELINE,2017-07-20,131261.48,10,10,0.0,121299.06
BASELINE,2017-07-21,131245.32,10,10,0.0,126164.12
BASELINE,2017-07-24,130080.4,10,10,0.0,124999.21
BASELINE,2017-07-25,131016.92,9,9,0.0,112364.18
BASELINE,2017-07-26,131828.49,10,10,0.0,126338.14
BASELINE,2017-07-27,133213.65,10,10,0.0,127723.3
BASELINE,2017-07-28,132508.26,10,10,0.0,127222.16
BASELINE,2017-07-31,132286.71,10,10,0.0,127000.62
BASELINE,2017-08-01,133111.38,10,10,0.0,127825.29
BASELINE,2017-08-02,133005.52,9,9,0.0,116122.71
BASELINE,2017-08-03,132346.13,10,10,0.0,128745.75
BASELINE,2017-08-04,133269.0,10,10,0.0,129668.61
BASELINE,2017-08-07,133498.49,9,9,0.0,116215.37
BASELINE,2017-08-08,133288.49,10,10,0.0,129363.65
BASELINE,2017-08-09,132409.56,10,10,0.0,129601.07
BASELINE,2017-08-10,130522.1,8,8,0.0,101814.09
BASELINE,2017-08-11,130599.79,7,7,0.0,89155.0
BASELINE,2017-08-14,132153.23,7,7,0.0,90708.44
BASELINE,2017-08-15,132231.0,10,10,0.0,130512.84
BASELINE,2017-08-16,132769.49,10,10,0.0,130007.55
BASELINE,2017-08-17,129934.08,10,10,0.0,127172.14
BASELINE,2017-08-18,130224.3,10,10,0.0,127462.36
BASELINE,2017-08-21,129612.33,10,10,0.0,126850.39
BASELINE,2017-08-22,132327.84,10,10,0.0,129565.9
BASELINE,2017-08-23,131672.81,10,10,0.0,128910.87
BASELINE,2017-08-24,131459.66,9,9,0.0,115393.96
BASELINE,2017-08-25,131402.59,10,10,0.0,129365.53
BASELINE,2017-08-28,130887.76,10,10,0.0,128850.71
BASELINE,2017-08-29,130833.41,10,10,0.0,128796.36
BASELINE,2017-08-30,131623.72,10,10,0.0,129586.67
BASELINE,2017-08-31,132282.8,10,10,0.0,130245.75
BASELINE,2017-09-01,132770.16,10,10,0.0,130733.11
BASELINE,2017-09-05,131098.87,10,10,0.0,129114.1
BASELINE,2017-09-06,132885.43,10,10,0.0,130900.66
BASELINE,2017-09-07,132497.14,10,10,0.0,130512.37
BASELINE,2017-09-08,131605.82,10,10,0.0,129621.05
BASELINE,2017-09-11,133185.69,10,10,0.0,131200.92
BASELINE,2017-09-12,134523.11,10,10,0.0,132538.34
BASELINE,2017-09-13,135214.09,10,10,0.0,133341.76
BASELINE,2017-09-14,135100.42,10,10,0.0,133228.09
BASELINE,2017-09-15,136027.82,10,10,0.0,134155.49
BASELINE,2017-09-18,135796.06,10,10,0.0,133923.73
BASELINE,2017-09-19,136129.86,10,10,0.0,134257.53
BASELINE,2017-09-20,136553.0,10,10,0.0,135534.28
BASELINE,2017-09-21,136453.91,10,10,0.0,135435.2
BASELINE,2017-09-22,136732.36,10,10,0.0,135713.65
BASELINE,2017-09-25,136814.09,10,10,0.0,135795.38
BASELINE,2017-09-26,137512.88,10,10,0.0,136953.98
BASELINE,2017-09-27,138186.82,10,10,0.0,137627.92
BASELINE,2017-09-28,137927.28,10,10,0.0,137368.38
BASELINE,2017-09-29,138178.79,10,10,0.0,137619.89
BASELINE,2017-10-02,137950.01,10,10,0.0,137391.11
BASELINE,2017-10-03,137550.79,10,10,0.0,136991.89
BASELINE,2017-10-04,137835.67,10,10,0.0,134813.99
BASELINE,2017-10-05,138644.02,10,10,0.0,135622.34
BASELINE,2017-10-06,138741.34,10,10,0.0,135719.66
BASELINE,2017-10-09,138695.39,10,10,0.0,135673.72
BASELINE,2017-10-10,139410.33,10,10,0.0,135937.72
BASELINE,2017-10-11,140469.95,10,10,0.0,136997.35
BASELINE,2017-10-12,140979.75,10,10,0.0,137507.15
BASELINE,2017-10-13,141735.25,10,10,0.0,138262.65
BASELINE,2017-10-16,141595.02,10,10,0.0,138122.42
BASELINE,2017-10-17,141311.12,10,10,0.0,137838.52
BASELINE,2017-10-18,140505.21,10,10,0.0,137032.61
BASELINE,2017-10-19,140286.53,10,10,0.0,136813.92
BASELINE,2017-10-20,139945.31,10,10,0.0,136582.85
BASELINE,2017-10-23,139593.14,10,10,0.0,136230.68
BASELINE,2017-10-24,140051.1,10,10,0.0,136688.65
BASELINE,2017-10-25,135368.91,10,10,0.0,132006.45
BASELINE,2017-10-26,135147.03,10,10,0.0,131784.58
BASELINE,2017-10-27,135292.2,10,10,0.0,131929.74
BASELINE,2017-10-30,133687.34,10,10,0.0,130324.88
BASELINE,2017-10-31,133634.58,9,9,0.0,115655.6
BASELINE,2017-11-01,132965.49,10,10,0.0,128411.04
BASELINE,2017-11-02,131071.38,10,10,0.0,126516.92
BASELINE,2017-11-03,132781.62,10,10,0.0,128227.16
BASELINE,2017-11-06,133637.12,10,10,0.0,129082.66
BASELINE,2017-11-07,133762.79,10,10,0.0,129208.33
BASELINE,2017-11-08,133406.51,10,10,0.0,128852.06
BASELINE,2017-11-09,131120.0,10,10,0.0,126565.55
BASELINE,2017-11-10,130946.64,10,10,0.0,124179.55
BASELINE,2017-11-13,131197.74,10,10,0.0,124430.66
BASELINE,2017-11-14,130450.02,10,10,0.0,122316.12
BASELINE,2017-11-15,130720.74,10,10,0.0,122586.85
BASELINE,2017-11-16,131627.1,10,10,0.0,123493.2
BASELINE,2017-11-17,132101.02,10,10,0.0,123967.12
BASELINE,2017-11-20,132119.4,10,10,0.0,123985.5
BASELINE,2017-11-21,132006.69,10,10,0.0,123872.79
BASELINE,2017-11-22,132668.26,10,10,0.0,124534.36
BASELINE,2017-11-24,132482.91,10,10,0.0,124349.01
BASELINE,2017-11-27,132957.57,10,10,0.0,124823.67
BASELINE,2017-11-28,134835.58,10,10,0.0,126701.68
BASELINE,2017-11-29,137553.94,10,10,0.0,129420.05
BASELINE,2017-11-30,138642.72,10,10,0.0,130508.82
BASELINE,2017-12-01,139481.92,10,10,0.0,131348.02
BASELINE,2017-12-04,141002.75,10,10,0.0,132868.85
BASELINE,2017-12-05,139220.61,10,10,0.0,131086.71
BASELINE,2017-12-06,138269.73,9,9,0.0,120533.58
BASELINE,2017-12-07,138508.01,9,9,0.0,120774.06
BASELINE,2017-12-08,139410.84,10,10,0.0,135706.63
BASELINE,2017-12-11,140197.67,10,10,0.0,136187.94
BASELINE,2017-12-12,141084.13,10,10,0.0,137074.41
BASELINE,2017-12-13,141776.45,10,10,0.0,137766.73
BASELINE,2017-12-14,141317.04,10,10,0.0,137307.31
BASELINE,2017-12-15,141803.59,9,9,0.0,124839.32
BASELINE,2017-12-18,143830.47,10,10,0.0,141068.2
BASELINE,2017-12-19,143298.53,10,10,0.0,140536.26
BASELINE,2017-12-20,144169.14,10,10,0.0,141406.87
BASELINE,2017-12-21,144166.85,10,10,0.0,141085.65
BASELINE,2017-12-22,143699.89,10,10,0.0,140788.8
BASELINE,2017-12-26,143091.48,10,10,0.0,140180.39
BASELINE,2017-12-27,143252.95,10,10,0.0,140341.86
BASELINE,2017-12-28,144086.57,10,10,0.0,141175.48
BASELINE,2017-12-29,142813.13,10,10,0.0,139902.04
BASELINE,2018-01-02,147112.85,10,10,0.0,144201.75
BASELINE,2018-01-03,149215.27,10,10,0.0,146304.17
BASELINE,2018-01-04,151177.67,10,10,0.0,148266.58
BASELINE,2018-01-05,151340.84,10,10,0.0,148429.74
BASELINE,2018-01-08,152411.29,10,10,0.0,149500.2
BASELINE,2018-01-09,150715.83,9,9,0.0,133452.25
BASELINE,2018-01-10,150343.49,8,8,0.0,117578.46
BASELINE,2018-01-11,152674.48,8,8,0.0,121005.15
BASELINE,2018-01-12,154215.91,8,8,0.0,122546.58
BASELINE,2018-01-16,152381.07,8,8,0.0,120711.75
BASELINE,2018-01-17,153521.72,8,8,0.0,121936.74
BASELINE,2018-01-18,154395.75,10,10,0.0,153793.6
BASELINE,2018-01-19,155417.89,10,10,0.0,154815.74
BASELINE,2018-01-22,156580.1,10,10,0.0,155977.95
BASELINE,2018-01-23,158741.86,10,10,0.0,158139.71
BASELINE,2018-01-24,159621.38,10,10,0.0,159019.23
BASELINE,2018-01-25,158805.23,9,9,0.0,145299.55
BASELINE,2018-01-26,161301.61,8,8,0.0,131705.34
BASELINE,2018-01-29,161964.03,10,10,-0.0,161964.03
BASELINE,2018-01-30,158854.54,10,10,-0.0,158854.54
BASELINE,2018-01-31,158136.37,9,9,0.0,143214.17
BASELINE,2018-02-01,157224.69,9,9,0.0,141677.76
BASELINE,2018-02-02,155415.29,10,10,-0.0,155415.29
BASELINE,2018-02-05,149705.64,9,9,0.0,133335.58
BASELINE,2018-02-06,153096.21,8,8,0.0,121126.03
BASELINE,2018-02-07,152499.6,8,8,0.0,120529.42
BASELINE,2018-02-08,147464.33,9,9,0.0,130781.57
BASELINE,2018-02-09,148613.91,9,9,0.0,131931.16
BASELINE,2018-02-12,150278.93,9,9,0.0,133596.17
BASELINE,2018-02-13,150956.01,10,10,0.0,149249.69
BASELINE,2018-02-14,153614.13,10,10,0.0,151907.81
BASELINE,2018-02-15,157587.01,10,10,0.0,155880.68
BASELINE,2018-02-16,158010.48,10,10,0.0,156304.15
BASELINE,2018-02-20,156713.01,10,10,0.0,155006.68
BASELINE,2018-02-21,155483.12,10,10,0.0,148771.05
BASELINE,2018-02-22,155379.11,10,10,0.0,148631.62
BASELINE,2018-02-23,158196.83,10,10,0.0,151007.56
BASELINE,2018-02-26,161315.85,10,10,0.0,154126.59
BASELINE,2018-02-27,159983.71,10,10,0.0,152794.45
BASELINE,2018-02-28,158238.1,9,9,0.0,135384.52
BASELINE,2018-03-01,157651.3,9,9,0.0,135752.03
BASELINE,2018-03-02,158980.89,10,10,0.0,152845.72
BASELINE,2018-03-05,161306.31,10,10,0.0,155171.15
BASELINE,2018-03-06,161208.8,10,10,0.0,155073.63
BASELINE,2018-03-07,160099.84,10,10,0.0,154372.42
BASELINE,2018-03-08,159882.53,9,9,0.0,138242.71
BASELINE,2018-03-09,161091.31,10,10,0.0,154211.67
BASELINE,2018-03-12,161705.45,10,10,0.0,154825.81
BASELINE,2018-03-13,161214.42,10,10,0.0,154515.99
BASELINE,2018-03-14,160871.45,10,10,0.0,154173.01
BASELINE,2018-03-15,160134.42,10,10,0.0,153569.28
BASELINE,2018-03-16,161061.85,10,10,0.0,153338.25
BASELINE,2018-03-19,158750.99,10,10,0.0,151027.38
BASELINE,2018-03-20,158337.18,9,9,0.0,134965.46
BASELINE,2018-03-21,158229.33,10,10,0.0,150706.15
BASELINE,2018-03-22,155856.43,10,10,0.0,148333.25
BASELINE,2018-03-23,153381.74,10,10,0.0,145858.56
BASELINE,2018-03-26,156874.86,10,10,0.0,149351.67
BASELINE,2018-03-27,154431.85,10,10,0.0,146908.66
BASELINE,2018-03-28,155883.76,10,10,0.0,148360.57
